id,title,original_title,original_language,release_date,release_year,decade,overview,popularity,vote_average,vote_count,origin_country_code,origin_country_name,genre_ids,primary_country,matched_conflict,match_score,matched_keywords,match_source,out_of_scope_category,temporal_check
3482,The Train,The Train,en,1964-09-24,1964,1960,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",2.0751,7.598,374,US,United States,"[10752, 53]",US,World War II,3,"['french resistance', 'allied forces', '1944']",overview,,consistent
3513,Legionnaire,Legionnaire,en,1998-12-03,1998,1990,"Alain Lefevre is a boxer paid by a Marseille mobster to take a dive. When he wins the fight he attempts to flee to America with the mobster's girlfriend Katrina. This plan fails and he seeks escape by joining the foreign legion. As part of the legion he tangles with abusive lieutenant Steinkampf and bonds with legionnaires Luther, Mackintosh and Rosetti.",1.8361,5.826,608,US,United States,"[28, 10752, 12, 36]",US,,0,[],,,no_check_needed
3536,U-571,U-571,en,2000-04-20,2000,2000,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",4.0973,6.524,1349,US,United States,"[10752, 28, 12]",US,World War II,2,"['world war ii', 'nazis']",overview,,consistent
3683,Flags of Our Fathers,Flags of Our Fathers,en,2006-10-19,2006,2000,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",2.7312,6.854,2010,US,United States,"[10752, 18, 36]",US,World War II,1,['iwo jima'],overview,,consistent
4106,Checkpoint,Блокпост,ru,1998-08-15,1998,1990,"A group Russian soldiers is send to an outpost to guard the area. They pass the day patroulling the area, while being shot at from the forest. They never know if the civillions are hostile or friendly to them.",0.4795,5.839,28,RU,Russia,"[10752, 18]",RU,,0,[],,,no_check_needed
4228,The French Revolution,La Révolution française,fr,1989-05-10,1989,1980,"A history of the French Revolution beginning from the decision of the king to convene the Etats-Generaux in 1789 in order to deal with France's debt problem. Part one spans the event until August 10, 1792 (when the King Louis XVI lost all authority and was imprisoned). Part two carries the story through the end of the terror in 1794.",1.4596,7.508,59,FR,France,"[18, 10752, 36, 53]",FR,,0,[],,,no_check_needed
4274,Fort Saganne,Fort Saganne,fr,1984-05-11,1984,1980,"In 1911, a willful and determined man from peasant stock named Charles Saganne enlists in the military and is assigned to the Sahara Desert under the aristocratic Colonel Dubreuilh.",0.8806,6.0,67,FR,France,"[10752, 18, 36]",FR,World War II,1,['world war ii'],tmdb_keywords,,consistent
4375,Triple Cross,Triple Cross,en,1966-12-09,1966,1960,"Safecracker Eddie Chapman is languishing in prison on the island of Jersey when the Nazis arrive. An adept manipulator of situations, Chapman convinces the Germans to use him to spy on the British. And when the would-be traitor arrives home, he convinces the English to use him as a double agent -- in exchange for a full pardon.",1.0932,6.068,81,"DE,FR,GB","France,Germany,United Kingdom","[12, 10752, 28]",DE,World War II,1,['nazis'],overview,,consistent
4421,G.I. Jane,G.I. Jane,en,1997-08-19,1997,1990,"In response to political pressure from Senator Lillian DeHaven, the U.S. Navy begins a program that would allow for the eventual integration of women into its combat services. The program begins with a single trial candidate, Lieutenant Jordan O'Neil, who is chosen specifically for her femininity. O'Neil enters the grueling Navy SEAL training program under the command of Master Chief John James Urgayle, who unfairly pushes O'Neil until her determination wins his respect.",3.4387,6.5,1838,US,United States,"[28, 18, 10752]",US,Gulf War,1,['gulf war'],tmdb_keywords,,consistent
4461,Decision Before Dawn,Decision Before Dawn,en,1951-12-21,1951,1950,"WWII is entering its last phase: Germany is in ruins, but does not yield. The US army lacks crucial knowledge about the German units operating on the opposite side of the Rhine, and decides to send two German prisoners to gather information. The scheme is risky: the Gestapo retains a terribly efficient network to identify and capture spies and deserters. Moreover, it is not clear that ""Tiger"", who does not mind any dirty work as long as the price is right, and war-weary ""Happy"", who might be easily betrayed by his feelings, are dependable agents. After Tiger and another American agent are successfully infiltrated, Happy is parachuted in Bavaria. His duty: find out the whereabouts of a powerful German armored unit moving towards the western front.",0.7104,6.755,49,"DE,US","Germany,United States","[10752, 28, 53]",DE,World War II,2,"['wwii', 'gestapo']",overview,,consistent
4476,Legends of the Fall,Legends of the Fall,en,1994-12-23,1994,1990,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",6.0353,7.4,2834,US,United States,"[18, 37, 10749, 10752]",US,,0,[],,,no_check_needed
4708,Is Paris Burning?,Paris brûle-t-il?,fr,1966-10-26,1966,1960,"Near the end of World War II, Gen. Dietrich von Choltitz receives orders to burn down Paris if it becomes clear the Allies are going to invade, or if he cannot maintain control of the city. After much contemplation Choltitz decides to ignore his orders, enraging the Germans and giving hope to various resistance factions that the city will be liberated. Choltitz, along with Swedish diplomat Raoul Nordling, helps a resistance leader organize his forces.",1.6925,7.2,226,FR,France,"[10752, 18, 36]",FR,World War II,1,['world war ii'],overview,,consistent
4746,Appointment in Bray,Rendez-vous à Bray,fr,1971-12-22,1971,1970,"In 1917, the First World War is raging. Julien is from Luxemburg, so instead of having to go to war he studies piano in Paris. One day his friend Jacques, also a musician and now a fighter pilot on the front, invites him to spend a few days in his family's empty house in Bray. The housekeeper, a beautiful stoic woman lets Julien in, but his friend is late and he is obliged to wait. In the meantime, he starts reminiscing of the pre-war days spent with his friend and Jacques' girlfriend Odile.",0.1591,4.632,19,FR,France,"[18, 10402, 10752]",FR,,0,[],,World War I,no_check_needed
4820,Never So Few,Never So Few,en,1959-12-07,1959,1950,A U.S. military troop takes command of a band of Burmese guerillas during World War II.,1.0041,5.507,67,US,United States,"[10752, 18, 12]",US,World War II,1,['world war ii'],overview,,consistent
4841,The Blood of Others,The Blood of Others,en,1984-08-25,1984,1980,"In the German-occupied Paris, Helene is torn between the love for her boyfriend Jean, working for the resistance and the German administrator Bergmann, who will do anything to gain her affection.",0.6822,5.346,13,US,United States,"[10770, 10749, 18, 10752, 36]",US,World War II,2,"['world war ii', 'resistance']",tmdb_keywords,,consistent
4933,The Buccaneer,The Buccaneer,en,1958-12-11,1958,1950,"During the War of 1812 against Britain: General Andrew Jackson has only 1,200 men left to defend New Orleans when he learns that a British fleet will arrive with 60 ships and 16,000 men to take the city. In this situation an island near the city becomes strategically important to both parties, but it's inhabited by the last big buccaneer: Jean Lafitte. Although Lafitte never attacks American ships, the governor hates him for selling merchandise without taxes - and is loved by the citizens for the same reason. When the big fight gets nearer, Lafitte is drawn between the fronts. His heart belongs to America, but his people urge him to join the party that's more likely to win.",1.9864,6.5,51,US,United States,"[12, 18, 10752, 36]",US,,0,[],,,no_check_needed
4949,A Time for Killing,A Time for Killing,en,1967-08-01,1967,1960,"During the Civil War, Confederate soldiers escape from a Union prison and head for the Mexican border. Along the way, they kill a Union courier bearing the news that the war is over. Keeping the message a secret, the captain has his men go on and they soon find themselves in a battle with the Union search party who also is unaware of the war's end.",0.7846,4.643,35,US,United States,"[37, 10752]",US,,0,[],,,no_check_needed
5000,Forbidden Games,Jeux interdits,fr,1952-05-09,1952,1950,"Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",1.1413,7.756,351,FR,France,"[18, 10752]",FR,World War II,2,"['nazi', 'wartime']",overview,,consistent
5707,Shooting War,Shooting War,en,2000-12-07,2000,2000,"A remarkable film that takes a special look at the first war to be truly reported and recorded by one of the more unsung heroes of World War II: the combat photographer. Through the unflinching eye of their camera's lenses, these courageous soldiers continually risked their lives in their brave attempts to capture history.",0.5934,6.389,9,US,United States,"[99, 28, 10752, 36]",US,World War II,1,['world war ii'],overview,,consistent
5902,A Bridge Too Far,A Bridge Too Far,en,1977-06-15,1977,1970,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,3.9908,7.211,926,"GB,US","United Kingdom,United States","[18, 36, 10752]",GB,World War II,1,['wwii'],overview,,consistent
5923,The Sand Pebbles,The Sand Pebbles,en,1966-12-20,1966,1960,"Engineer Jake Holman arrives aboard the gunboat USS San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the 'rice-bowl' system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",1.425,7.211,279,US,United States,"[18, 10752]",US,,0,[],,,no_check_needed
5925,The Great Escape,The Great Escape,en,1963-07-03,1963,1960,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",5.5387,7.926,2828,US,United States,"[12, 18, 10752]",US,World War II,2,"['world war ii', 'nazis']",overview,,consistent
